I'm not sure I can.,-1
I'm not sure if I'll be able to.,-1
I'm uncertain what to do next.,-1
I worry that I'll make a mistake,-1
I can't do that.,-1
Why do you think I can do that?,-1
What if I fail?,-1
I'm not going to try.,-1
I don't want to fail.,-1
I can't stop worrying.,-1
That is something I can't do.,-1
I don't think I can.,-1
I'm not making much progress.,-1
I find this pretty hard.,-1
I'm not sure I can.,-1
This is much too hard for me.,-1
This isn't something I've very good at.,-1
I don't know what to do next.,-1
Should I give up?,-1
I'm worried that I can't finish this.,-1
"OK, I'll try.",1
I think I can.,1
I'm good at doing that.,1
I probably can do better than them.,1
Let's see if I can do that.,1
That is something I'm good at.,1
I usually succeed at whatever I try.,1
I know that I can do that.,1
I have a can do attitude.,1
I usually can do whatever I put my mind to.,1
I can do it!,1
This should be easy.,1
I keep making good progress.,1
This I can do.,1
I'm sure I can succeed.,1
This looks pretty easy.,1
I find this to be a piece of cake.,1
I'm sure I'll finish this in time.,1
All is going well.,1
No problem doing this.,1
I often eat granola for breakfast.,0
I prefer public transit.,0
I like modern art.,0
I'm not so sleepy just now.,0
I like board games too.,0
I enjoying bicycling around a new place.,0
My doctor told me to wear a hat.,0
I'm proud of my grandson.,0
I am eating lunch now.,0
This is my favorite music.,0
Oranges cost a quarter.,0
I'm going to eat dinner now.,0
This sure is tasty.,0
My flight leaves tomorrow.,0
I'll watch TV tonight.,0
My aunt just got married.,0
What did he just say?,0
When does the bank open?,0
We can glue this back together.,0
Please print this out.,0
